device_id,duration,source,song_id,dt
G31614405G,359,UserLikeList,1313634614,2018/1/7
D29359882D,312,search,1339430663,2018/1/7
K50912095K,443,UserCreatedList,1243381447,2018/1/7
N68568391N,312,DailyRecommends,489647036,2018/1/7
R27073005R,35,UserCreatedList,1320232119,2018/1/7
M60290597M,194,DailyRecommends,1373511218,2018/1/7
I27673515I,48,RecommendedList,537511145,2018/1/7
E48051259E,260,UserCreatedList,538226899,2018/1/7
V46088286V,86,DailyRecommends,513286747,2018/1/7
P47107343P,263,search,1376538461,2018/1/7
C24151771C,101,other,26482332,2018/1/7
X23632939X,395,UserLikeList,143266,2018/1/7
I33263806I,46,other,396225236,2018/1/7
P54142081P,78,other,1259466777,2018/1/7
J38958773J,286,other,1302369072,2018/1/7
V86556829V,115,UserLikeList,1361856832,2018/1/7
U59471329U,448,UserLikeList,489440770,2018/1/7
Y10856686Y,170,PersonalFM,263151,2018/1/7
J26192751J,143,artist,1320034275,2018/1/7
X78054994X,189,search,1265179055,2018/1/7
C34374387C,397,other,1697243607,2018/1/7
K54179092K,199,UserLikeList,26485380,2018/1/7
C49232710C,446,UserLikeList,503118847,2018/1/7
T35423373T,56,UserLikeList,458165546,2018/1/7
O43710196O,163,UserLikeList,422139567,2018/1/7
N14567292N,128,other,1280031237,2018/1/7
Z71964711Z,390,other,30074593,2018/1/7
I30801798I,181,UserLikeList,1697492352,2018/1/7
E89444133E,277,UserLikeList,1260772351,2018/1/7
J42744987J,14,RecentlyPlayed,1230390493,2018/1/7
X87613829X,28,UserLikeList,1311038231,2018/1/7
Z9112714Z,318,UserLikeList,1367873690,2018/1/7
O80542313O,10,DailyRecommends,24184291,2018/1/7
S38670122S,117,artist,540866503,2018/1/7
G49157140G,386,UserLikeList,1359678707,2018/1/7
S60503383S,372,UserLikeList,449984633,2018/1/7
B81525883B,2,UserLikeList,1353905920,2018/1/7
W39817079W,363,UserCreatedList,1360896084,2018/1/7
P51538227P,494,other,1351971846,2018/1/7
V73905222V,62,other,456031142,2018/1/7
S36824804S,156,other,486134264,2018/1/7
R46332762R,484,other,447125274,2018/1/7
F52320198F,71,search,511779673,2018/1/7
D15185925D,102,RecommendedList,24820997,2018/1/7
E72970261E,150,PersonalFM,526918,2018/1/7
J72295909J,182,UserCreatedList,25955301,2018/1/7
R29721384R,415,UserLikeList,1341676969,2018/1/7
T42418126T,220,UserLikeList,1392566272,2018/1/7
R88677703R,100,UserLikeList,174705,2018/1/7
R22456220R,110,PersonalFM,1381304616,2018/1/7
L89253212L,191,other,1305444646,2018/1/7
O29031312O,186,other,1321531964,2018/1/7
L52879368L,259,PersonalFM,280970,2018/1/7
Q39729213Q,330,other,27974350,2018/1/7
K44355383K,116,search,32060073,2018/1/7
G32376122G,8,UserLikeList,27986303,2018/1/7
I83729843I,415,RecommendedList,1698745115,2018/1/7
A83453618A,321,search,1351520715,2018/1/7
B15311149B,310,other,545616,2018/1/7
H19775185H,119,UserCreatedList,1220364772,2018/1/7
S73352497S,245,UserLikeList,1412999934,2018/1/7
O73183127O,105,Local,1279545701,2018/1/7
R31275636R,98,RecommendedList,1247148170,2018/1/7
G90369811G,222,UserLikeList,26413238,2018/1/7
H85081392H,185,UserCollectdList,1363918735,2018/1/7
J72132089J,119,RecommendedList,1304405819,2018/1/7
G24068774G,251,UserCreatedList,156618,2018/1/7
H44829669H,51,DailyRecommends,1220906956,2018/1/7
R90090939R,88,PersonalFM,1249510712,2018/1/7
Y69853536Y,187,UserLikeList,24185104,2018/1/7
Y16763529Y,421,UserLikeList,1275853774,2018/1/7
O12795810O,444,UserCreatedList,1701015760,2018/1/7
M49885361M,188,search,1270994450,2018/1/7
J51996920J,122,UserCreatedList,554277,2018/1/7
V24230719V,52,UserCreatedList,91592,2018/1/7
D90401380D,370,DailyRecommends,1240790530,2018/1/7
U17088578U,283,UserLikeList,32251225,2018/1/7
R44073804R,309,RecentlyPlayed,1397838715,2018/1/7
O59388587O,31,UserCollectdList,421773335,2018/1/7
Y37612199Y,137,UserCreatedList,1369526625,2018/1/7
W68913307W,483,UserCreatedList,1235255554,2018/1/7
Y16669010Y,221,UserLikeList,1307576049,2018/1/7
W82771117W,170,other,1366408406,2018/1/7
U17476957U,189,other,1381690432,2018/1/7
R20540182R,263,UserLikeList,27201148,2018/1/7
K77074747K,408,UserCreatedList,4931952,2018/1/7
C74710418C,78,UserLikeList,396472107,2018/1/7
K83371697K,365,DailyRecommends,238977,2018/1/7
O75226548O,49,UserCreatedList,1358353436,2018/1/7
M86428560M,139,other,1368317550,2018/1/7
N24320931N,183,UserCreatedList,1368701672,2018/1/7
D76613469D,293,other,1387787316,2018/1/7
U61345807U,219,PersonalFM,1412335662,2018/1/7
R59682996R,15,search,1344254370,2018/1/7
P76447282P,430,UserLikeList,1320220602,2018/1/7
Z22047344Z,261,other,1264196463,2018/1/7
H53315006H,116,RecentlyPlayed,1300521650,2018/1/7
T10933913T,81,UserLikeList,482024029,2018/1/7
W44970259W,139,PersonalFM,1347383857,2018/1/7
F28870275F,126,RecommendedList,27997753,2018/1/7
Y71405960Y,77,RecommendedList,1371401290,2018/1/7
N48073857N,48,other,1391620119,2018/1/7
O32359415O,235,UserLikeList,1358586518,2018/1/7
I60509164I,364,UserLikeList,26161617,2018/1/7
D30340493D,209,other,1353417592,2018/1/7
U9459958U,283,other,500467,2018/1/7
Y57608471Y,6,UserLikeList,1376764299,2018/1/7
G69322161G,260,other,1406540797,2018/1/7
H74635772H,347,UserCreatedList,1882971,2018/1/7
M74115822M,301,PersonalFM,1387618479,2018/1/7
E40983699E,22,UserLikeList,1402611136,2018/1/7
E12647108E,463,UserLikeList,414336045,2018/1/7
T89977085T,194,UserCreatedList,1268533289,2018/1/7
L62253198L,215,other,1700570942,2018/1/7
J27463143J,406,UserLikeList,4971131,2018/1/7
Q22093541Q,225,RecommendedList,1258802431,2018/1/7
G21674352G,319,UserLikeList,533566843,2018/1/7
X46224834X,45,UserLikeList,325579,2018/1/7
A59209742A,372,UserLikeList,1229142587,2018/1/7
C32540448C,463,other,1245452626,2018/1/7
F84461282F,109,other,31202912,2018/1/7
F28426604F,311,RecommendedList,1700519264,2018/1/7
R10000344R,236,UserLikeList,1410218443,2018/1/7
P27543696P,142,other,1402930964,2018/1/7
E83004267E,208,UserLikeList,147839,2018/1/7
H36507285H,263,UserCollectdList,32849606,2018/1/7
W78621783W,97,RecommendedList,1290824837,2018/1/7
K44590041K,398,search,1401460984,2018/1/7
R41544252R,27,other,1348630033,2018/1/7
S31451255S,218,UserLikeList,1408865348,2018/1/7
Y41959902Y,390,UserLikeList,1400649260,2018/1/7
V88258012V,3,other,537702696,2018/1/7
R65063464R,187,UserLikeList,1353399463,2018/1/7
X43159077X,192,search,1385618165,2018/1/7
N76958452N,236,other,34421182,2018/1/7
G28871029G,96,RecommendedList,138324,2018/1/7
B11918068B,62,UserLikeList,436705219,2018/1/7
E11498452E,393,other,1274282889,2018/1/7
O52051913O,12,UserCreatedList,376469599,2018/1/7
W72352717W,292,UserCreatedList,164588,2018/1/7
N18171469N,472,UserLikeList,1268963515,2018/1/7
F24990224F,247,DailyRecommends,1364141145,2018/1/7
G87552791G,84,other,62002,2018/1/7
T60950468T,365,RecentlyPlayed,27803623,2018/1/7
T52171186T,13,UserLikeList,1361431643,2018/1/7
K29878035K,308,other,27123232,2018/1/7
W16028636W,286,UserLikeList,1239376218,2018/1/7
N44925756N,378,UserLikeList,1701272438,2018/1/7
D77687664D,28,UserLikeList,382030489,2018/1/7
D28577546D,211,search,36292340,2018/1/7
N77787439N,123,Local,1370212341,2018/1/7
A85093982A,378,search,415352492,2018/1/7
W22145412W,36,UserLikeList,1329488113,2018/1/7
O18867847O,188,other,1382363895,2018/1/7
I65769497I,77,other,637207,2018/1/7
Y35964275Y,459,DailyRecommends,33725138,2018/1/7
C34571450C,462,other,1251582364,2018/1/7
G56948009G,375,other,1304859255,2018/1/7
Z18138044Z,271,UserLikeList,1386461774,2018/1/7
O87475456O,238,UserLikeList,1353529592,2018/1/7
K26690434K,35,RecommendedList,442887560,2018/1/7
U37410473U,125,PersonalFM,1322794463,2018/1/7
V12947040V,457,other,1410982772,2018/1/7
D86511165D,312,other,535459,2018/1/7
A27023381A,219,search,27997753,2018/1/7
Z55673337Z,43,other,1399452454,2018/1/7
K17919395K,163,UserCreatedList,1391928418,2018/1/7
A37197704A,53,UserCreatedList,1592429,2018/1/7
O39874985O,365,UserLikeList,378268285,2018/1/7
E37519556E,112,UserLikeList,1235362147,2018/1/7
E40490543E,211,other,436537257,2018/1/7
N23317781N,436,UserLikeList,1260664689,2018/1/7
R87819643R,223,DailyRecommends,27954367,2018/1/7
M57274428M,385,DailyRecommends,1295744608,2018/1/7
D69004723D,81,DailyRecommends,1306165263,2018/1/7
G31838263G,358,DailyRecommends,1283475095,2018/1/7
G10416384G,415,search,385670126,2018/1/7
C27851774C,412,DailyRecommends,1367049729,2018/1/7
X86622978X,252,other,1283740635,2018/1/7
I51651973I,111,UserLikeList,1296875984,2018/1/7
K59554756K,39,UserLikeList,1284921254,2018/1/7
H86093051H,496,UserLikeList,36087715,2018/1/7
H83322300H,198,search,1351835294,2018/1/7
U29860956U,126,other,1700134093,2018/1/7
J67193043J,318,other,1391081638,2018/1/7
I43854189I,296,search,27688545,2018/1/7
J22845143J,456,UserCollectdList,1290187294,2018/1/7
U28087424U,336,UserLikeList,536130155,2018/1/7
K39253002K,416,other,1316671668,2018/1/7
O26755553O,8,UserLikeList,1406048821,2018/1/7
L87045702L,332,RecommendedList,475520772,2018/1/7
H54036967H,406,UserLikeList,341506,2018/1/7
S10419272S,343,UserCreatedList,1349156081,2018/1/7
Q89346504Q,219,other,519396863,2018/1/7
P78984411P,195,UserLikeList,1762794,2018/1/7
X23779188X,282,other,1370212341,2018/1/7
A43354110A,154,UserLikeList,1252967102,2018/1/7
G73551956G,498,UserCreatedList,1301166850,2018/1/7
S90163275S,322,other,26540830,2018/1/7
K27112278K,454,UserLikeList,24261174,2018/1/7
X85797011X,356,UserCollectdList,421405098,2018/1/7
V44511576V,446,PersonalFM,444757852,2018/1/7
S20305061S,415,UserLikeList,1363601498,2018/1/7
Q22423537Q,29,RecommendedList,1329475170,2018/1/7
L48834825L,238,UserLikeList,1338443883,2018/1/7
A22620109A,124,UserLikeList,286960,2018/1/7
O51100838O,195,RecommendedList,1402069981,2018/1/7
H73111544H,237,other,1318260325,2018/1/7
K9072142K,385,other,1285834579,2018/1/7
N71732870N,142,UserLikeList,1281967862,2018/1/7
X61525231X,300,UserCollectdList,531736914,2018/1/7
Z61327684Z,48,PersonalFM,15848689,2018/1/7
K47959158K,308,PersonalFM,440457448,2018/1/7
U22926331U,168,UserLikeList,27123221,2018/1/7
Q29723444Q,237,UserLikeList,26899429,2018/1/7
V60908047V,442,RecommendedList,1333712943,2018/1/7
G40444615G,360,UserLikeList,1349375389,2018/1/7
J66365947J,207,other,486606291,2018/1/7
J61466140J,128,UserLikeList,1350460661,2018/1/7
B47245287B,31,UserCreatedList,415845829,2018/1/7
F38198055F,222,UserLikeList,533993741,2018/1/7
C78054180C,410,search,24580616,2018/1/7
C43423388C,305,UserCreatedList,814744006,2018/1/7
R71535902R,149,UserLikeList,1358353436,2018/1/7
A22713219A,442,UserLikeList,1320220602,2018/1/7
E62325584E,19,other,510493206,2018/1/7
B23309068B,162,other,489470284,2018/1/7
T20982086T,370,UserLikeList,1319668551,2018/1/7
U31034590U,37,UserLikeList,1381338353,2018/1/7
K75876963K,255,RecommendedList,1398301119,2018/1/7
E65212481E,302,other,3701984,2018/1/7
K38602421K,9,UserLikeList,1399456275,2018/1/7
O77895067O,51,other,288707,2018/1/7
F49299708F,219,UserLikeList,1300718215,2018/1/7
J76467349J,298,UserLikeList,1284552907,2018/1/7
V54532260V,215,UserCreatedList,375708930,2018/1/7
B59719347B,466,UserLikeList,199801,2018/1/7
W10747226W,22,other,1365598805,2018/1/7
D44828192D,329,other,288505,2018/1/7
T49304396T,376,search,454061392,2018/1/7
T26308640T,300,search,1312691112,2018/1/7
J48815750J,176,search,1320232119,2018/1/7
V56773473V,27,UserLikeList,4956413,2018/1/7
Q53941993Q,399,UserLikeList,160481,2018/1/7
F48767726F,298,UserLikeList,198552,2018/1/7
W11911816W,57,other,1304183490,2018/1/7
R40227660R,158,UserLikeList,30950003,2018/1/7
A41264938A,233,other,489744765,2018/1/7
R80321299R,444,RecommendedList,1290561981,2018/1/7
Z35808914Z,12,UserLikeList,1364173780,2018/1/7
U62316507U,75,UserCreatedList,1298603711,2018/1/7
F24282118F,42,other,449952858,2018/1/7
B75140651B,125,search,489747150,2018/1/7
R79173652R,438,DailyRecommends,1362774801,2018/1/7
Y41746211Y,105,UserLikeList,390269202,2018/1/7
R45482267R,304,UserLikeList,482929177,2018/1/7
I26078589I,402,other,1361719111,2018/1/7
D38947493D,435,DailyRecommends,1403963916,2018/1/7
R54342639R,266,UserLikeList,760649,2018/1/7
K82610203K,183,UserCollectdList,1237819032,2018/1/7
C52277026C,85,other,27017761,2018/1/7
X70990633X,151,other,1404683187,2018/1/7
M77557435M,65,search,1320168171,2018/1/7
U44968357U,422,other,1226125419,2018/1/7
U62854536U,275,other,1341266766,2018/1/7
X55683001X,484,PersonalFM,513286747,2018/1/7
V62112553V,342,other,31487740,2018/1/7
L67966578L,189,UserLikeList,27997753,2018/1/7
Z23418237Z,0,search,1245526797,2018/1/7
W57142380W,438,RecentlyPlayed,1260875284,2018/1/7
Z26452028Z,179,search,279315,2018/1/7
U72548273U,302,search,415352492,2018/1/7
N59483698N,293,UserLikeList,179928,2018/1/7
X67860675X,176,UserCreatedList,1277559719,2018/1/7
I45665834I,354,RecommendedList,1225037073,2018/1/7
W16812092W,130,UserCreatedList,410511702,2018/1/7
M69149686M,334,DailyRecommends,1379563990,2018/1/7
N41356883N,452,other,1411169402,2018/1/7
A10632165A,350,UserLikeList,1347510400,2018/1/7
D34973161D,5,UserCreatedList,175574,2018/1/7
Z24274234Z,210,UserCreatedList,1270722927,2018/1/7
S67102049S,162,UserLikeList,1362113970,2018/1/7
R90440149R,371,UserLikeList,24204541,2018/1/7
F37816194F,340,UserLikeList,1229145165,2018/1/7
S13686219S,175,other,1361545865,2018/1/7
V50011365V,224,RecommendedList,1268735112,2018/1/7
F9831231F,80,UserLikeList,1240794641,2018/1/7
B17908337B,367,UserLikeList,344350,2018/1/7
B65721656B,98,other,414985760,2018/1/7
G71514986G,333,UserLikeList,1374829143,2018/1/7
I15159910I,27,PersonalFM,1286401889,2018/1/7
V71505935V,164,search,26600507,2018/1/7
G81073194G,285,search,1373511218,2018/1/7
Q50564341Q,354,search,4674203,2018/1/7
X45845528X,71,UserLikeList,397103470,2018/1/7
T35586142T,235,other,1406239938,2018/1/7
R81494978R,79,UserLikeList,491874456,2018/1/7
X90396139X,325,UserCreatedList,1348126942,2018/1/7
B76363243B,449,UserCreatedList,84487,2018/1/7
E22093548E,368,UserLikeList,24531701,2018/1/7
V46589244V,189,other,529284890,2018/1/7
R71453486R,93,other,1385990305,2018/1/7
A21902947A,186,UserCreatedList,523016318,2018/1/7
A46457000A,375,UserCreatedList,539216181,2018/1/7
E56245344E,37,other,26198137,2018/1/7
P54029756P,388,other,1266395220,2018/1/7
I78254477I,217,DailyRecommends,517566253,2018/1/7
B62825734B,455,UserCreatedList,404023933,2018/1/7
K52762561K,402,search,1349461066,2018/1/7
L85770140L,467,UserLikeList,1313878685,2018/1/7
Y87586750Y,211,UserLikeList,1348918926,2018/1/7
C22432610C,444,other,394546054,2018/1/7
Y55833237Y,165,UserLikeList,1328265390,2018/1/7
Y82964681Y,386,search,422959721,2018/1/7
P90370387P,361,other,27676294,2018/1/7
Q83355726Q,488,UserLikeList,403027039,2018/1/7
H50562687H,69,other,1222946403,2018/1/7
M65589372M,453,UserLikeList,502171318,2018/1/7
F54688777F,299,other,1229152924,2018/1/7
E63323008E,87,UserCreatedList,1372512128,2018/1/7
B21294524B,497,UserLikeList,515448969,2018/1/7
U31568007U,290,RecommendedList,260509,2018/1/7
K52000539K,293,DailyRecommends,1387316330,2018/1/7
C62829816C,37,UserLikeList,1354455920,2018/1/7
I29562710I,177,RecommendedList,1701102118,2018/1/7
Q36074239Q,261,other,1327823849,2018/1/7
O86347172O,141,PersonalFM,1388834280,2018/1/7
W22222509W,306,DailyRecommends,26947298,2018/1/7
H13213620H,308,UserCollectdList,1278317239,2018/1/7
A67136941A,412,UserLikeList,1357136616,2018/1/7
A33267206A,425,other,533566178,2018/1/7
N42345960N,296,UserLikeList,1275854183,2018/1/7
G37904653G,317,UserLikeList,25034388,2018/1/7
G79441566G,287,DailyRecommends,101833,2018/1/7
M24693264M,50,search,1266214965,2018/1/7
B71013205B,158,UserCreatedList,1305504907,2018/1/7
E35972987E,324,UserLikeList,1397877849,2018/1/7
P81432123P,139,DailyRecommends,457188230,2018/1/7
M27839436M,148,other,28363789,2018/1/7
K41201973K,41,UserCreatedList,364516,2018/1/7
X70958664X,369,UserLikeList,535499667,2018/1/7
A51055727A,214,search,1328136118,2018/1/7
U30441415U,470,UserLikeList,530606737,2018/1/7
K44398995K,491,UserCollectdList,1700991643,2018/1/7
S83906712S,282,other,548955,2018/1/7
A73361227A,497,RecentlyPlayed,18849834,2018/1/7
W67749088W,287,UserCreatedList,24748078,2018/1/7
Q12714758Q,56,UserCollectdList,1700991647,2018/1/7
H48849441H,132,search,32771977,2018/1/7
T18742661T,315,UserLikeList,17846049,2018/1/7
L74609271L,166,other,1353632907,2018/1/7
R48825157R,476,RecentlyPlayed,1266405764,2018/1/7
M31631318M,337,UserCreatedList,1341676969,2018/1/7
Z64013431Z,181,UserLikeList,17479384,2018/1/7
C48837691C,325,RecommendedList,1341460801,2018/1/7
E16436687E,471,UserLikeList,1331017908,2018/1/7
X66783828X,403,search,1328006759,2018/1/7
H40633610H,168,other,393818912,2018/1/7
I69148878I,356,other,1324214743,2018/1/7
K47519082K,480,DailyRecommends,1277600326,2018/1/7
U37983771U,93,PersonalFM,1371146164,2018/1/7
Z10623473Z,107,UserLikeList,1409366677,2018/1/7
U27879390U,475,other,403215843,2018/1/7
A22129721A,379,UserLikeList,440247044,2018/1/7
F70227273F,483,other,1350455107,2018/1/7
E61139083E,472,DailyRecommends,1701196978,2018/1/7
H55352883H,401,other,1313878684,2018/1/7
E85843975E,172,UserLikeList,325584,2018/1/7
O65030073O,141,other,1356396531,2018/1/7
R73316832R,495,UserLikeList,1288541738,2018/1/7
Y87377349Y,376,UserLikeList,1874506,2018/1/7
G43227221G,322,RecentlyPlayed,1300714759,2018/1/7
O9993407O,482,UserLikeList,1299980471,2018/1/7
X55675247X,174,other,1272329220,2018/1/7
Y13864617Y,105,RecommendedList,447438870,2018/1/7
W56659555W,67,UserLikeList,453330108,2018/1/7
Y52033603Y,82,UserLikeList,422655515,2018/1/7
M63184089M,63,UserCreatedList,1271880351,2018/1/7
V75021608V,194,Local,1699619422,2018/1/7
G78153593G,255,PersonalFM,26721452,2018/1/7
J63175418J,415,other,1411725816,2018/1/7
Y18501222Y,284,RecommendedList,395198151,2018/1/7
B26590848B,139,Local,288931,2018/1/7
D10851336D,416,RecommendedList,27131295,2018/1/7
K58334924K,468,UserLikeList,536002083,2018/1/7
U82755530U,30,UserLikeList,1332895477,2018/1/7
S37710807S,130,PersonalFM,489848929,2018/1/7
Q77041878Q,301,UserLikeList,1351731185,2018/1/7
Y84122068Y,87,DailyRecommends,271272,2018/1/7
A43466982A,227,other,1697098773,2018/1/7
A56889717A,229,RecommendedList,1376536551,2018/1/7
R47556780R,236,UserLikeList,408004751,2018/1/7
J55548899J,449,RecommendedList,436879200,2018/1/7
V65480711V,429,PersonalFM,1268753056,2018/1/7
P45502440P,98,UserLikeList,1230390493,2018/1/7
P72951638P,380,UserLikeList,525030013,2018/1/7
W87344394W,63,other,1219104750,2018/1/7
N31491701N,247,other,18551740,2018/1/7
Z17217202Z,109,UserCreatedList,1408708189,2018/1/7
G19127596G,175,UserCreatedList,1406952706,2018/1/7
P27970529P,95,search,1306393419,2018/1/7
A23306778A,402,other,1317174845,2018/1/7
J57147410J,13,UserCollectdList,1344418137,2018/1/7
B31655577B,266,other,26249803,2018/1/7
S83137355S,227,other,30123258,2018/1/7
F73946052F,143,UserCollectdList,465116861,2018/1/7
E49982593E,67,other,1699192739,2018/1/7
Y70218454Y,92,UserCreatedList,60738,2018/1/7
X63009449X,267,other,1314501644,2018/1/7
L27801319L,281,UserLikeList,535499666,2018/1/7
F41612225F,166,UserLikeList,4939209,2018/1/7
T31157165T,127,UserCreatedList,696906,2018/1/7
P67829418P,145,UserCreatedList,401607195,2018/1/7
D52879061D,123,UserCreatedList,1339490919,2018/1/7
S54047390S,91,other,179220,2018/1/7
T61629829T,319,other,27688540,2018/1/7
V18076637V,158,other,322722,2018/1/7
O38900770O,108,search,1314586727,2018/1/7
J24939452J,201,UserCreatedList,535499667,2018/1/7
M67487622M,293,DailyRecommends,461347197,2018/1/7
H23569151H,361,other,1404683187,2018/1/7
K77241695K,43,other,1292707228,2018/1/7
U47868809U,193,UserLikeList,1354923030,2018/1/7
J50023295J,314,RecommendedList,80429,2018/1/7
C81997731C,52,DailyRecommends,24680319,2018/1/7
S80470081S,92,RecentlyPlayed,1349431045,2018/1/7
V22867899V,182,other,391174479,2018/1/7
M47566805M,126,other,25522922,2018/1/7
A80835079A,111,search,30443076,2018/1/7
D80735538D,77,UserCreatedList,1406964333,2018/1/7
R80211623R,334,search,531899553,2018/1/7
C44405026C,35,PersonalFM,539653341,2018/1/7
K38312895K,317,PersonalFM,1318682919,2018/1/7
X27286727X,145,RecentlyPlayed,482263458,2018/1/7
I83451193I,335,artist,290498,2018/1/7
X35705045X,439,other,1353770191,2018/1/7
A62339982A,375,other,490858127,2018/1/7
Y17159378Y,121,UserCreatedList,61655,2018/1/7
O15157123O,349,DailyRecommends,1387278427,2018/1/7
P67004697P,172,other,1321434434,2018/1/7
J79644149J,355,RecentlyPlayed,107814,2018/1/7
S69099415S,168,UserCreatedList,26583273,2018/1/7
V43970949V,485,other,399931948,2018/1/7
Z27972398Z,161,other,1700519264,2018/1/7
H57137308H,231,UserLikeList,147824,2018/1/7
Q22732297Q,459,UserLikeList,1316179472,2018/1/7
L9070084L,448,other,1312401626,2018/1/7
O83984428O,477,RecentlyPlayed,29583967,2018/1/7
O64854544O,106,PersonalFM,1250290523,2018/1/7
U76176498U,386,UserCreatedList,1263893783,2018/1/7
K89881322K,484,RecommendedList,1402930964,2018/1/7
I42096814I,49,UserLikeList,28677917,2018/1/7
H89440741H,306,UserLikeList,1288527994,2018/1/7
R75300807R,102,search,1336003878,2018/1/7
X11976755X,377,UserCreatedList,381585207,2018/1/8
Z19147800Z,490,UserLikeList,28284253,2018/1/8
J31385682J,195,UserCreatedList,1379229092,2018/1/8
A67048373A,52,UserCreatedList,28081412,2018/1/8
T43278553T,468,other,1363826344,2018/1/8
D41828119D,444,UserLikeList,1331691942,2018/1/8
M86559095M,371,UserCreatedList,1402876995,2018/1/8
R62025213R,469,RecentlyPlayed,1375163254,2018/1/8
Y90441977Y,461,search,1363935895,2018/1/8
E42760619E,331,other,382030489,2018/1/8
Q85024501Q,272,search,1262461589,2018/1/8
E78119423E,415,PersonalFM,61657,2018/1/8
K48850447K,416,UserLikeList,27286890,2018/1/8
S44964428S,417,RecommendedList,27667014,2018/1/8
J28158156J,172,RecommendedList,4955398,2018/1/8
D22006473D,210,UserCreatedList,1403709669,2018/1/8
O89629777O,128,UserCreatedList,1412023754,2018/1/8
Y65205996Y,374,UserCreatedList,28629619,2018/1/8
K71925081K,188,other,28127406,2018/1/8
H74440160H,166,PersonalFM,493334482,2018/1/8
X57176741X,303,UserLikeList,20740017,2018/1/8
P79899864P,271,UserLikeList,33892909,2018/1/8
D81921778D,354,other,1411536627,2018/1/8
X32013696X,70,PersonalFM,490376702,2018/1/8
Y66359031Y,35,search,1309612871,2018/1/8
Q44311301Q,413,other,29500252,2018/1/8
S50110818S,348,other,1699835375,2018/1/8
M39006381M,84,UserLikeList,1282938483,2018/1/8
I79790116I,260,RecentlyPlayed,1388835938,2018/1/8
X86153178X,434,other,444260972,2018/1/8
D75548662D,117,PersonalFM,1294142598,2018/1/8
L43957212L,377,RecommendedList,1351835294,2018/1/8
H20232654H,103,UserLikeList,1358353436,2018/1/8
A30498643A,494,UserLikeList,450846249,2018/1/8
A40121630A,404,RecommendedList,1257714885,2018/1/8
V55381232V,469,UserLikeList,504801810,2018/1/8
Q28287086Q,458,search,155550,2018/1/8
V88690466V,211,DailyRecommends,1328648285,2018/1/8
L53730545L,345,UserLikeList,1310292441,2018/1/8
S86196636S,68,artist,430546377,2018/1/8
K82160932K,464,other,1385352729,2018/1/8
D13883889D,473,UserLikeList,1400827428,2018/1/8
D11737352D,14,UserLikeList,4945890,2018/1/8
V74497824V,434,UserLikeList,1400901782,2018/1/8
L69154033L,209,search,509756078,2018/1/8
Q55402662Q,36,DailyRecommends,1272419396,2018/1/8
R62175235R,414,UserLikeList,21480155,2018/1/8
E62944319E,244,UserLikeList,1332786108,2018/1/8
Q64725944Q,274,other,1700794295,2018/1/8
Y55246027Y,434,UserLikeList,26639158,2018/1/8
I85254372I,244,Local,1397240809,2018/1/8
E61192270E,49,other,1361925834,2018/1/8
U24671970U,329,UserLikeList,29583967,2018/1/8
A67313957A,433,RecommendedList,416648573,2018/1/8
M9133363M,45,other,1341844471,2018/1/8
X31715249X,421,other,489643483,2018/1/8
C66118551C,173,RecentlyPlayed,1329891889,2018/1/8
H64697542H,37,UserLikeList,1254227738,2018/1/8
X31329629X,57,PersonalFM,1402930964,2018/1/8
B71629778B,415,DailyRecommends,1334611822,2018/1/8
K36336071K,102,DailyRecommends,1308505241,2018/1/8
K41279500K,431,UserLikeList,449456910,2018/1/8
J44633576J,484,UserCollectdList,1351949641,2018/1/8
L34413010L,80,UserCreatedList,1309716765,2018/1/8
C27752399C,176,other,521426831,2018/1/8
J58639194J,459,UserLikeList,1331543635,2018/1/8
Z17746650Z,373,UserCreatedList,25066397,2018/1/8
W35833429W,330,UserLikeList,1283211512,2018/1/8
P14846421P,245,UserLikeList,539653341,2018/1/8
Z42665466Z,380,PersonalFM,1398267513,2018/1/8
A84274357A,197,other,1282938483,2018/1/8
K48367485K,181,other,504070797,2018/1/8
A54214483A,337,UserLikeList,1341663515,2018/1/8
L75486352L,45,UserLikeList,19793117,2018/1/8
W55527786W,365,RecentlyPlayed,1385736882,2018/1/8
G52702677G,77,other,493115785,2018/1/8
J88992899J,32,UserLikeList,1339896683,2018/1/8
D61363998D,464,PersonalFM,1392566272,2018/1/8
L88576712L,59,UserLikeList,446469429,2018/1/8
A87473508A,114,RecommendedList,36087715,2018/1/8
U72084280U,26,search,1386656549,2018/1/8
R71243440R,57,UserCreatedList,1297740079,2018/1/8
F86672545F,72,UserLikeList,470782492,2018/1/8
S34445681S,374,Local,1289714505,2018/1/8
P65422964P,236,other,1890808,2018/1/8
U32335695U,363,other,1365527794,2018/1/8
Y35802268Y,309,UserCreatedList,451203425,2018/1/8
K84096120K,186,UserLikeList,511602053,2018/1/8
E48051453E,411,UserLikeList,1254889990,2018/1/8
Y60771522Y,233,UserCreatedList,27017526,2018/1/8
C40554724C,482,search,179385,2018/1/8
B77087037B,272,DailyRecommends,424957786,2018/1/8
C26272696C,366,RecentlyPlayed,1701192630,2018/1/8
A87225742A,439,UserLikeList,535511904,2018/1/8
Q16094871Q,102,other,1340571005,2018/1/8
U64301193U,168,other,401607177,2018/1/8
G12563787G,198,UserLikeList,31439741,2018/1/8
J29450315J,92,UserLikeList,1349727295,2018/1/8
G57801038G,154,search,1244062312,2018/1/8
